"name","type","daging","ikan","cokelat","tepung","cabe","air","roti","sayur","susu"
"Nasi Goreng Kuning Kunyit","nasi-mie-pasta","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Japchae","nasi-mie-pasta","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Nasi Kebuli Kambing","nasi-mie-pasta","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Nasi Tim Ayam","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Mie Sayur Hijau Bayam","nasi-mie-pasta","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Mie Goreng Aceh","nasi-mie-pasta","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Spaghetti Aglio Olio","nasi-mie-pasta","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Nasi Goreng Padang","nasi-mie-pasta","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Nasi Goreng Jawa","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Makaroni Keju Kukus","nasi-mie-pasta","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Lasagna Panggang","nasi-mie-pasta","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Makaroni Goreng","nasi-mie-pasta","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Nasi Kuning Komplit","nasi-mie-pasta","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Tinutuan","nasi-mie-pasta","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Donat Mie","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Nasi Lemak Lengkap","nasi-mie-pasta","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Bakso Mercon","sop-soto-bakso","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Sup Merah","sop-soto-bakso","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Sup Matahari","sop-soto-bakso","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Soto Sokaraja","sop-soto-bakso","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Bakso Aci Tulang Rangu","sop-soto-bakso","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Sup Ikan Gabus","sop-soto-bakso","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Sundubu Jjigae","sop-soto-bakso","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Soto Pacitan","sop-soto-bakso","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Sop Ayam Suwir","sop-soto-bakso","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Soto Kuah","sop-soto-bakso","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Soto Daging Sapi Madura","sop-soto-bakso","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Miso Soup","sop-soto-bakso","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Tom Yam Ayam","sop-soto-bakso","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Soto Sulung","sop-soto-bakso","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Bakso Sapi (Pentol Daging Asli)","sop-soto-bakso","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Bakso Bakar Sapi","sop-soto-bakso","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Bakso Bakar Pedas Manis","sop-soto-bakso","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Bakso Solo","sop-soto-bakso","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Soto Babat","sop-soto-bakso","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Cream Soup Ayam","sop-soto-bakso","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Sup Makaroni","sop-soto-bakso","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Soto Tangkar","sop-soto-bakso","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Bakso Malang","sop-soto-bakso","0.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Shabu Shabu","sop-soto-bakso","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Soto Ambengan","sop-soto-bakso","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Bakso Lo Hoa","sop-soto-bakso","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Sop Ikan Nila Batam","sop-soto-bakso","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Sup Jagung Kepiting","sop-soto-bakso","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Bakso Urat","sop-soto-bakso","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Soto Ayam Bening","sop-soto-bakso","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Soto Ceker","sop-soto-bakso","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Tauto Pekalongan","sop-soto-bakso","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Sayur Sop Ayam","sop-soto-bakso","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Soto Kuning Bogor","sop-soto-bakso","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Soto Betawi","sop-soto-bakso","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Sop Konro","sop-soto-bakso","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Coto Makassar","sop-soto-bakso","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Tekwan","sop-soto-bakso","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Soto Banjar","sop-soto-bakso","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Sop Buntut","sop-soto-bakso","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Sup Kacang Merah Daging Sapi","sop-soto-bakso","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Sop Iga Sapi","sop-soto-bakso","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Soto Ayam Santan Medan","sop-soto-bakso","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Sup Ikan Gurame","sop-soto-bakso","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Sop Bakso","sop-soto-bakso","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Soto Padang","sop-soto-bakso","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Soto Kudus","sop-soto-bakso","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Sup Ikan Kakap","sop-soto-bakso","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Soto Mie Bogor","sop-soto-bakso","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Sop Manten","sop-soto-bakso","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Bubur (Jenang) Jagung","sop-soto-bakso","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Sop Ayam Kampung","sop-soto-bakso","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Bakso Goreng (Basreng)","sop-soto-bakso","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Sop Sayur","sop-soto-bakso","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Tom Yam Seafood Udang Ikan","sop-soto-bakso","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Seblak Basah Bandung","sop-soto-bakso","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Soto Ayam Kuning Lamongan","sop-soto-bakso","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Sop Kimlo","sop-soto-bakso","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Sup Asparagus Krim Ayam","sop-soto-bakso","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Bakso Cuanki Udang","sop-soto-bakso","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Bakso Aci","sop-soto-bakso","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Bubur Kacang Hijau Madura","sop-soto-bakso","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Sop Ubi","sop-soto-bakso","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Sop Kambing","sop-soto-bakso","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Sup Udang","sop-soto-bakso","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Sroto Banyumas","sop-soto-bakso","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Soto Bandung","sop-soto-bakso","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Sup Jamur Kancing","sop-soto-bakso","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Sup Tahu","sop-soto-bakso","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Sup Jagung","sop-soto-bakso","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Zuppa Soup","sop-soto-bakso","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Pilus Cikur","kue-roti","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Crepes Teflon","kue-roti","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Oreo Goreng","kue-roti","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Gingerbread (Kue Jahe)","kue-roti","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Kue Baruasa","kue-roti","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Kue Janda Genit","kue-roti","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Martabak Manis Mini","kue-roti","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Bolu Chocolatos","kue-roti","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Burger Bun","kue-roti","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Brownies Chocolatos","kue-roti","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Pancake Teflon","kue-roti","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Bolu Susu Lembang","kue-roti","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Kue Lontar Papua","kue-roti","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Croffle","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Kue Moho","kue-roti","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Kue Jongkong","kue-roti","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Hotteok","kue-roti","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Kue Lapet","kue-roti","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Peanut Butter Cookies","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Sandwich Buah","kue-roti","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Bolu Susu","kue-roti","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Egg Benedict","kue-roti","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Bolu Meranti Keju","kue-roti","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Kue Lapis Pepe Pandan","kue-roti","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Lapis India Khas Banjar","kue-roti","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Nastar Gulung","kue-roti","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Kue Beng Beng","kue-roti","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Long Potato","kue-roti","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Kacang Sembunyi","kue-roti","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Pizza Mozzarella Jamur","kue-roti","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Roti Ubi Korea","kue-roti","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Marshmallow Cookies","kue-roti","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Baguette","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Banoffee Pie","kue-roti","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Kue Dange","kue-roti","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Popcorn Caramel","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Cornflake Cookies","kue-roti","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Donat Crispy","kue-roti","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Takoyaki","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Pizza Dough","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Kue Lapis Legit","kue-roti","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Meringue Cookies","kue-roti","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Selai Srikaya","kue-roti","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Setup Roti Tawar","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Pizza Tuna","kue-roti","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Pizza Goreng Lipat","kue-roti","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Sandwich Homemade","kue-roti","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Korean Garlic Bread","kue-roti","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Bolu Mentega","kue-roti","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Pizza Mini","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Pizza Seafood","kue-roti","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Pizza Daging Sapi","kue-roti","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Bomboloni","kue-roti","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Pizza Sosis Ayam","kue-roti","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Kue Ogura Pandan","kue-roti","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Apem Selong","kue-roti","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Selai Stroberi","kue-roti","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Dessert Box Coklat","kue-roti","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Roti John","kue-roti","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Pia Pia","kue-roti","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Donat Singkong","kue-roti","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Cream Cheese","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Kue Cincin","kue-roti","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Lekker Holland","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Bagel","kue-roti","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Odading / Bolang Baling / Kue Bantal","kue-roti","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Stik Keju Mozarella","kue-roti","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Apem Kukus Gula Merah","kue-roti","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Kue Balok","kue-roti","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Kue Bagea Sagu","kue-roti","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Putri Mandi","kue-roti","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Bolu Kukus Ubi","kue-roti","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Dessert Oreo Box","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Keju Mozarella","kue-roti","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Roti Maryam","kue-roti","0.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Rainbow Cake Kukus","kue-roti","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Crepes Pisang Coklat Keju","kue-roti","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Puff Pastry","kue-roti","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Pretzel","kue-roti","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Apple Strudel","kue-roti","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Killer Soft Bread","kue-roti","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Donat Ubi Ungu","kue-roti","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Tokyo Banana","kue-roti","1.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Butter Cookies","kue-roti","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Pop Cake","kue-roti","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Swiss Roll","kue-roti","1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Bolu Kismis","kue-roti","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Donat Pisang","kue-roti","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Cake Kurma","kue-roti","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Fruit Cake","kue-roti","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Bingka Pisang","kue-roti","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Bingka Barandam","kue-roti","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Onigiri","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Roti Unyil","kue-roti","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Kemplang","kue-roti","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Kue Akar Kelapa","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Kue Keciput","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Ketan Serundeng","kue-roti","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kue Talam Pisang","kue-roti","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Lemon Cake","kue-roti","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Cheese Tart","kue-roti","0.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Red Velvet","kue-roti","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Kue Talam Labu Kuning","kue-roti","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Nugget Pisang","kue-roti","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Kue Semprit Jadul","kue-roti","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"French Toast","kue-roti","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Bolu Ketan Hitam","kue-roti","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Japanese Cheese Cake","kue-roti","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Roti Bluder","kue-roti","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Kue Kering Coklat","kue-roti","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Kue Sagon","kue-roti","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Kue Tambang","kue-roti","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Ketan Sarikaya","kue-roti","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Roti Tawar Goreng Isi Ragout","kue-roti","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Lidah Kucing","kue-roti","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Lempeng Pisang","kue-roti","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Bolu Zebra","kue-roti","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Bolu Minyak","kue-roti","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Kue Bugis","kue-roti","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Churros","kue-roti","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Kastengel Keju","kue-roti","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Bola Bola Ubi","kue-roti","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Muffin Pisang","kue-roti","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Ogura Cake Zebra","kue-roti","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Cupcake Coklat dan Lemon","kue-roti","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Dorayaki Isi Coklat","kue-roti","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Kue Talam Jagung","kue-roti","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Martabak Bangka Manis","kue-roti","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Croissant","kue-roti","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Milk Bath Cake (Tres Leches)","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Kuping Gajah","kue-roti","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Sawut Singkong Gunung","kue-roti","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Pisang Rai","kue-roti","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Es Pisang Ijo","kue-roti","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Karipap (Curry Puff)","kue-roti","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Strudel Keju","kue-roti","1.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Bolu Kukus Pelangi","kue-roti","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Pizza Hut Teflon","kue-roti","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Bolu Gulung Coklat","kue-roti","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Klepon Ubi Ungu","kue-roti","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Gabin Tape","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Cilor","kue-roti","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Pie Susu","kue-roti","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Singkong Thailand","kue-roti","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Jalangkote","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Panada","kue-roti","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Kue Telur Gabus","kue-roti","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Donat Jadul","kue-roti","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Hotang (Hotdog Kentang) / Sostang (Sosis Kentang)","kue-roti","0.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Ongol Ongol","kue-roti","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Lemper Ayam Bakar","kue-roti","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Onde-Onde Isi Kacang Hijau","kue-roti","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Misro","kue-roti","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Serabi Bandung Oncom","kue-roti","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Batagor Bandung","kue-roti","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Apem Panggang","kue-roti","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Getas","kue-roti","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Getuk Lindri","kue-roti","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kue Lapis Hunkwe","kue-roti","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Nagasari","kue-roti","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Putu Mayang","kue-roti","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Sosis Solo","kue-roti","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Kue Talam Ebi","kue-roti","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Wajik Ketan","kue-roti","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
